Age,PriorConvictions,MentalHealth,DrugUse,EmploymentStatus,CrimeType,Reoffend
24,51,Mild,Not Found,Full-Time,Kidnapping,1
79,7,Severe,Dealer,Full-Time,Dacoity,1
78,2,In Recovery,Never,Full-Time,Dacoity,0
31,67,In Recovery,Never,Part-Time,Other,1
57,83,In Recovery,Occasional,Unemployed,Theft,1
41,81,Severe,Occasional,Criminal Income,Kidnapping,1
56,49,Mild,Addicted,Unemployed,Drug Offense,1
44,41,Severe,Dealer,Full-Time,Dacoity,1
21,76,Mild,Occasional,Criminal Income,Drug Offense,1
71,13,Severe,Never,Full-Time,Drug Offense,0
12,51,Mild,Frequent,Criminal Income,Theft,1
62,61,In Recovery,Addicted,Criminal Income,Other,1
69,1,In Recovery,Never,Unemployed,Dacoity,0
34,86,Mild,Frequent,Part-Time,Fraud,1
58,50,In Recovery,Frequent,Unemployed,Fraud,1
80,51,In Recovery,Occasional,Full-Time,Murder,1
53,44,None,Occasional,Unemployed,Other,1
52,48,Undiagnosed,Occasional,Full-Time,Fraud,1
33,52,Severe,Addicted,Full-Time,Rape,1
51,77,Severe,Not Found,Part-Time,Dacoity,1
9,8,Mild,Occasional,Criminal Income,Murder,1
35,49,In Recovery,Dealer,Part-Time,Murder,1
66,36,In Recovery,Addicted,Criminal Income,Dacoity,1
22,88,Mild,Not Found,Criminal Income,Rape,1
34,90,Mild,Frequent,Part-Time,Fraud,1
19,30,None,Addicted,Unemployed,Fraud,1
25,1,Undiagnosed,Not Found,Full-Time,Theft,0
57,63,Undiagnosed,Addicted,Unemployed,Drug Offense,1
34,22,In Recovery,Addicted,Criminal Income,Rape,1
9,52,Undiagnosed,Frequent,Criminal Income,Dacoity,1
27,38,In Recovery,Occasional,Full-Time,Assault,1
68,97,Severe,Addicted,Full-Time,Murder,1
30,42,Severe,Occasional,Full-Time,Kidnapping,1
33,72,Severe,Never,Part-Time,Dacoity,1
29,82,None,Not Found,Full-Time,Fraud,1
19,7,Mild,Not Found,Criminal Income,Drug Offense,1
73,72,None,Dealer,Unemployed,Murder,1
26,33,Severe,Never,Criminal Income,Theft,1
68,7,Severe,Not Found,Unemployed,Rape,1
43,34,Severe,Not Found,Part-Time,Dacoity,1
56,21,Severe,Addicted,Full-Time,Other,1
25,19,Mild,Not Found,Part-Time,Assault,0
73,54,Mild,Dealer,Unemployed,Other,1
32,43,Mild,Not Found,Unemployed,Murder,1
22,13,Undiagnosed,Not Found,Full-Time,Murder,0
14,71,In Recovery,Addicted,Unemployed,Assault,1
24,73,Mild,Addicted,Full-Time,Murder,1
77,0,In Recovery,Dealer,Full-Time,Kidnapping,1
31,63,Undiagnosed,Frequent,Full-Time,Theft,1
80,21,Severe,Frequent,Criminal Income,Rape,1
13,45,Severe,Never,Unemployed,Assault,1
22,57,None,Frequent,Criminal Income,Drug Offense,1
21,77,Mild,Dealer,Full-Time,Other,1
40,24,In Recovery,Dealer,Part-Time,Kidnapping,1
75,15,Mild,Addicted,Unemployed,Dacoity,1
75,58,Severe,Never,Unemployed,Drug Offense,1
56,42,None,Dealer,Unemployed,Drug Offense,1
46,98,In Recovery,Dealer,Criminal Income,Assault,1
17,97,Undiagnosed,Never,Full-Time,Drug Offense,1
77,74,In Recovery,Occasional,Criminal Income,Assault,1
9,91,None,Addicted,Full-Time,Other,1
28,75,Severe,Never,Unemployed,Other,1
53,93,Severe,Addicted,Part-Time,Rape,1
54,3,None,Never,Criminal Income,Theft,0
8,7,Severe,Never,Criminal Income,Kidnapping,1
15,15,Undiagnosed,Never,Unemployed,Murder,1
68,24,Undiagnosed,Frequent,Criminal Income,Cybercrime,1
9,97,Mild,Addicted,Part-Time,Other,1
16,19,Mild,Occasional,Criminal Income,Murder,1
79,98,In Recovery,Dealer,Full-Time,Dacoity,1
68,37,None,Dealer,Full-Time,Other,1
34,84,In Recovery,Dealer,Full-Time,Other,1
48,30,None,Not Found,Full-Time,Fraud,0
52,59,Severe,Frequent,Full-Time,Theft,1
51,15,In Recovery,Addicted,Full-Time,Kidnapping,1
13,92,None,Addicted,Full-Time,Kidnapping,1
46,58,Severe,Occasional,Unemployed,Rape,1
47,18,In Recovery,Occasional,Unemployed,Other,0
71,84,Mild,Not Found,Criminal Income,Other,1
11,41,None,Occasional,Part-Time,Murder,1
64,31,In Recovery,Frequent,Unemployed,Theft,1
58,5,In Recovery,Dealer,Unemployed,Kidnapping,1
54,5,Mild,Addicted,Unemployed,Drug Offense,1
9,60,None,Not Found,Full-Time,Dacoity,1
38,92,Severe,Addicted,Full-Time,Assault,1
74,44,None,Frequent,Part-Time,Drug Offense,1
10,81,None,Never,Full-Time,Rape,1
55,29,Undiagnosed,Dealer,Part-Time,Murder,1
15,42,Severe,Addicted,Full-Time,Dacoity,1
23,39,Severe,Occasional,Unemployed,Other,1
56,2,Severe,Occasional,Full-Time,Kidnapping,0
48,81,Mild,Addicted,Criminal Income,Kidnapping,1
59,47,Mild,Never,Unemployed,Cybercrime,1
31,27,Undiagnosed,Frequent,Unemployed,Kidnapping,1
8,20,In Recovery,Occasional,Full-Time,Theft,0
20,55,Severe,Frequent,Criminal Income,Assault,1
59,28,Mild,Addicted,Full-Time,Drug Offense,1
50,76,In Recovery,Dealer,Full-Time,Other,1
50,64,In Recovery,Occasional,Criminal Income,Theft,1
36,10,Severe,Occasional,Full-Time,Rape,1
71,83,In Recovery,Dealer,Part-Time,Dacoity,1
33,97,Severe,Never,Criminal Income,Cybercrime,1
49,73,Mild,Addicted,Part-Time,Kidnapping,1
25,6,Mild,Dealer,Criminal Income,Theft,1
22,40,In Recovery,Frequent,Criminal Income,Kidnapping,1
8,36,None,Addicted,Full-Time,Assault,1
11,79,Undiagnosed,Addicted,Criminal Income,Kidnapping,1
17,66,Undiagnosed,Frequent,Part-Time,Drug Offense,1
9,86,Mild,Not Found,Part-Time,Fraud,1
58,16,None,Frequent,Full-Time,Other,0
27,3,None,Occasional,Part-Time,Rape,0
48,91,In Recovery,Never,Full-Time,Assault,1
29,9,Severe,Frequent,Unemployed,Rape,1
45,68,Mild,Dealer,Full-Time,Dacoity,1
69,82,Severe,Not Found,Criminal Income,Rape,1
23,9,None,Addicted,Part-Time,Assault,1
29,6,None,Not Found,Part-Time,Dacoity,0
21,71,Severe,Frequent,Unemployed,Fraud,1
62,71,Mild,Not Found,Part-Time,Drug Offense,1
12,2,Undiagnosed,Occasional,Full-Time,Rape,0
54,4,Undiagnosed,Never,Part-Time,Kidnapping,0
8,84,Severe,Frequent,Unemployed,Murder,1
46,0,Severe,Never,Part-Time,Cybercrime,0
39,40,Severe,Addicted,Part-Time,Kidnapping,1
44,66,None,Not Found,Unemployed,Fraud,1
74,64,In Recovery,Occasional,Criminal Income,Other,1
67,15,Undiagnosed,Not Found,Part-Time,Other,1
75,12,Undiagnosed,Frequent,Part-Time,Other,1
67,0,Severe,Dealer,Criminal Income,Cybercrime,1
58,47,Mild,Frequent,Part-Time,Other,1
45,54,Undiagnosed,Never,Criminal Income,Drug Offense,1
68,80,In Recovery,Dealer,Unemployed,Cybercrime,1
64,90,None,Never,Unemployed,Drug Offense,1
61,82,Undiagnosed,Occasional,Criminal Income,Theft,1
42,16,In Recovery,Never,Criminal Income,Theft,0
41,14,Undiagnosed,Frequent,Criminal Income,Fraud,1
24,98,Severe,Never,Part-Time,Rape,1
19,82,Mild,Not Found,Unemployed,Cybercrime,1
78,58,In Recovery,Addicted,Full-Time,Fraud,1
75,60,Severe,Addicted,Full-Time,Theft,1
65,95,Mild,Addicted,Part-Time,Rape,1
18,29,Undiagnosed,Not Found,Unemployed,Dacoity,1
79,19,None,Addicted,Criminal Income,Cybercrime,1
21,58,Severe,Never,Criminal Income,Dacoity,1
16,63,Mild,Dealer,Full-Time,Drug Offense,1
17,23,Mild,Not Found,Full-Time,Fraud,0
11,50,In Recovery,Never,Part-Time,Fraud,1
33,28,None,Not Found,Full-Time,Kidnapping,0
30,24,Mild,Dealer,Unemployed,Dacoity,1
58,48,Mild,Occasional,Full-Time,Fraud,1
38,10,In Recovery,Frequent,Unemployed,Fraud,0
32,86,None,Addicted,Part-Time,Other,1
38,99,None,Dealer,Full-Time,Rape,1
57,96,Undiagnosed,Occasional,Unemployed,Murder,1
12,73,In Recovery,Addicted,Criminal Income,Assault,1
27,71,None,Addicted,Unemployed,Rape,1
11,42,Undiagnosed,Never,Unemployed,Assault,1
73,80,Undiagnosed,Never,Criminal Income,Cybercrime,1
13,49,In Recovery,Never,Full-Time,Kidnapping,1
55,27,Undiagnosed,Never,Part-Time,Theft,0
76,10,Mild,Not Found,Unemployed,Rape,1
23,59,Undiagnosed,Occasional,Full-Time,Drug Offense,1
34,40,Mild,Frequent,Part-Time,Dacoity,1
51,45,Mild,Dealer,Full-Time,Assault,1
66,21,In Recovery,Dealer,Part-Time,Kidnapping,1
77,79,Undiagnosed,Occasional,Part-Time,Theft,1
21,62,None,Occasional,Unemployed,Rape,1
60,82,Undiagnosed,Addicted,Full-Time,Other,1
55,81,Undiagnosed,Occasional,Unemployed,Assault,1
69,76,None,Occasional,Unemployed,Rape,1
39,5,Severe,Occasional,Full-Time,Rape,1
77,70,Mild,Frequent,Unemployed,Dacoity,1
36,99,In Recovery,Dealer,Full-Time,Theft,1
40,90,Mild,Frequent,Unemployed,Cybercrime,1
59,35,Undiagnosed,Addicted,Part-Time,Murder,1
54,27,Severe,Not Found,Criminal Income,Fraud,1
50,66,In Recovery,Frequent,Unemployed,Fraud,1
71,68,Severe,Not Found,Unemployed,Fraud,1
9,24,Mild,Dealer,Part-Time,Cybercrime,1
21,95,Mild,Occasional,Part-Time,Cybercrime,1
57,68,Severe,Addicted,Part-Time,Theft,1
26,25,In Recovery,Never,Unemployed,Cybercrime,0
51,22,Mild,Occasional,Criminal Income,Theft,1
49,97,Undiagnosed,Never,Part-Time,Cybercrime,1
66,55,None,Never,Criminal Income,Drug Offense,1
28,87,In Recovery,Dealer,Unemployed,Fraud,1
27,47,None,Never,Part-Time,Murder,1
27,4,Mild,Not Found,Full-Time,Fraud,0
31,77,In Recovery,Not Found,Criminal Income,Dacoity,1
68,82,Mild,Occasional,Unemployed,Dacoity,1
64,28,Severe,Never,Part-Time,Dacoity,1
61,80,Undiagnosed,Not Found,Unemployed,Cybercrime,1
49,92,Undiagnosed,Not Found,Unemployed,Kidnapping,1
79,43,In Recovery,Dealer,Criminal Income,Assault,1
70,12,Undiagnosed,Occasional,Unemployed,Cybercrime,1
49,89,Mild,Not Found,Criminal Income,Other,1
18,30,Undiagnosed,Addicted,Full-Time,Assault,1
43,87,Mild,Not Found,Part-Time,Drug Offense,1
15,63,Severe,Dealer,Full-Time,Other,1
18,24,Mild,Occasional,Unemployed,Cybercrime,0
49,94,Undiagnosed,Occasional,Full-Time,Kidnapping,1
69,5,Undiagnosed,Dealer,Unemployed,Dacoity,1
38,10,None,Addicted,Part-Time,Other,0
53,60,Severe,Occasional,Full-Time,Theft,1
50,36,Severe,Addicted,Part-Time,Dacoity,1
73,78,Mild,Frequent,Criminal Income,Fraud,1
77,48,None,Frequent,Full-Time,Dacoity,1
73,90,Undiagnosed,Occasional,Full-Time,Cybercrime,1
20,16,Undiagnosed,Dealer,Part-Time,Fraud,1
11,80,Mild,Occasional,Criminal Income,Cybercrime,1
41,32,Severe,Never,Criminal Income,Other,1
26,84,In Recovery,Frequent,Full-Time,Fraud,1
18,14,In Recovery,Frequent,Full-Time,Kidnapping,0
62,90,Severe,Frequent,Unemployed,Assault,1
62,28,Severe,Not Found,Part-Time,Cybercrime,1
75,38,In Recovery,Occasional,Part-Time,Assault,1
66,14,None,Never,Part-Time,Dacoity,0
51,36,None,Addicted,Part-Time,Rape,1
37,99,Severe,Not Found,Full-Time,Theft,1
42,67,None,Occasional,Part-Time,Fraud,1
19,41,None,Frequent,Full-Time,Cybercrime,0
62,82,Severe,Frequent,Unemployed,Rape,1
48,67,Mild,Never,Part-Time,Murder,1
71,78,Severe,Addicted,Part-Time,Dacoity,1
71,38,Mild,Frequent,Part-Time,Assault,1
71,44,Severe,Dealer,Part-Time,Rape,1
20,11,None,Dealer,Unemployed,Drug Offense,1
18,15,Undiagnosed,Occasional,Full-Time,Fraud,0
11,83,None,Dealer,Criminal Income,Murder,1
35,65,None,Not Found,Full-Time,Dacoity,1
45,61,In Recovery,Never,Full-Time,Cybercrime,1
39,29,None,Addicted,Criminal Income,Fraud,1
61,54,In Recovery,Addicted,Part-Time,Dacoity,1
18,8,Undiagnosed,Occasional,Full-Time,Other,0
47,7,In Recovery,Never,Unemployed,Other,0
20,48,Undiagnosed,Addicted,Part-Time,Dacoity,1
40,4,Severe,Frequent,Full-Time,Other,0
28,29,Severe,Occasional,Criminal Income,Drug Offense,1
73,48,Undiagnosed,Addicted,Part-Time,Rape,1
54,77,None,Addicted,Part-Time,Kidnapping,1
41,40,In Recovery,Occasional,Criminal Income,Fraud,1
13,37,None,Frequent,Part-Time,Kidnapping,1
67,11,In Recovery,Never,Full-Time,Fraud,0
42,87,Undiagnosed,Addicted,Part-Time,Other,1
58,73,Mild,Not Found,Criminal Income,Other,1
27,17,None,Occasional,Unemployed,Theft,0
18,9,Mild,Dealer,Full-Time,Dacoity,1
62,25,Mild,Not Found,Part-Time,Murder,1
40,68,None,Never,Criminal Income,Rape,1
45,32,Mild,Addicted,Part-Time,Cybercrime,1
54,85,None,Dealer,Criminal Income,Drug Offense,1
43,71,In Recovery,Dealer,Full-Time,Other,1
51,45,None,Frequent,Criminal Income,Assault,1
79,45,Mild,Dealer,Unemployed,Drug Offense,1
49,87,None,Never,Part-Time,Other,1
26,85,Severe,Frequent,Unemployed,Drug Offense,1
75,71,Severe,Not Found,Part-Time,Kidnapping,1
59,94,In Recovery,Dealer,Part-Time,Drug Offense,1
55,75,Severe,Dealer,Unemployed,Dacoity,1
42,42,Undiagnosed,Never,Unemployed,Dacoity,1
12,19,Undiagnosed,Occasional,Part-Time,Cybercrime,1
19,83,None,Not Found,Part-Time,Theft,1
23,70,In Recovery,Dealer,Part-Time,Murder,1
67,23,Mild,Frequent,Criminal Income,Dacoity,1
59,31,In Recovery,Dealer,Unemployed,Drug Offense,1
42,89,In Recovery,Never,Part-Time,Murder,1
15,67,Mild,Occasional,Part-Time,Kidnapping,1
26,81,Mild,Not Found,Criminal Income,Cybercrime,1
75,16,Undiagnosed,Addicted,Unemployed,Kidnapping,1
27,22,Severe,Never,Unemployed,Assault,1
11,47,None,Not Found,Criminal Income,Murder,1
53,55,In Recovery,Frequent,Full-Time,Kidnapping,1
56,77,Severe,Not Found,Part-Time,Dacoity,1
14,70,Undiagnosed,Not Found,Criminal Income,Rape,1
11,68,Mild,Never,Unemployed,Theft,1
26,42,Undiagnosed,Occasional,Criminal Income,Fraud,1
37,61,Undiagnosed,Frequent,Full-Time,Other,1
52,47,Severe,Never,Part-Time,Murder,1
37,48,Mild,Never,Unemployed,Dacoity,1
14,27,In Recovery,Occasional,Full-Time,Theft,0
26,46,Undiagnosed,Not Found,Part-Time,Cybercrime,1
64,58,In Recovery,Not Found,Full-Time,Murder,1
73,54,Severe,Frequent,Part-Time,Rape,1
22,45,Mild,Not Found,Part-Time,Kidnapping,1
9,23,Severe,Addicted,Part-Time,Cybercrime,1
36,81,Severe,Never,Criminal Income,Fraud,1
53,22,Undiagnosed,Frequent,Unemployed,Cybercrime,1
17,86,Severe,Occasional,Criminal Income,Theft,1
74,66,Mild,Never,Full-Time,Theft,1
33,25,In Recovery,Addicted,Criminal Income,Kidnapping,1
36,46,Mild,Frequent,Part-Time,Other,1
66,28,Undiagnosed,Addicted,Unemployed,Cybercrime,1
62,1,Severe,Occasional,Full-Time,Assault,0
53,77,Mild,Occasional,Part-Time,Drug Offense,1
30,96,Severe,Dealer,Part-Time,Cybercrime,1
73,100,Severe,Frequent,Criminal Income,Theft,1
71,27,Undiagnosed,Not Found,Part-Time,Drug Offense,1
23,76,Severe,Occasional,Full-Time,Fraud,1
14,15,Mild,Not Found,Full-Time,Fraud,0
47,72,Undiagnosed,Not Found,Criminal Income,Kidnapping,1
34,86,In Recovery,Never,Part-Time,Rape,1
79,60,Undiagnosed,Occasional,Full-Time,Kidnapping,1
80,64,Mild,Not Found,Criminal Income,Fraud,1
26,24,None,Never,Part-Time,Other,0
44,34,Undiagnosed,Addicted,Full-Time,Murder,1
72,21,Severe,Frequent,Unemployed,Assault,1
79,85,Mild,Dealer,Criminal Income,Other,1
14,29,Mild,Dealer,Criminal Income,Cybercrime,1
23,86,Mild,Occasional,Unemployed,Kidnapping,1
8,57,Undiagnosed,Addicted,Full-Time,Cybercrime,1
47,93,None,Frequent,Part-Time,Drug Offense,1
14,44,Mild,Addicted,Full-Time,Drug Offense,1
35,8,In Recovery,Not Found,Unemployed,Assault,0
44,20,In Recovery,Frequent,Criminal Income,Cybercrime,1
54,0,Mild,Never,Unemployed,Kidnapping,0
57,37,Mild,Occasional,Unemployed,Kidnapping,1
63,3,Mild,Not Found,Unemployed,Dacoity,0
23,3,In Recovery,Never,Unemployed,Drug Offense,0
50,98,None,Dealer,Unemployed,Dacoity,1
32,34,In Recovery,Addicted,Unemployed,Kidnapping,1
65,95,In Recovery,Occasional,Criminal Income,Cybercrime,1
64,13,Severe,Never,Full-Time,Drug Offense,0
45,70,Undiagnosed,Frequent,Full-Time,Fraud,1
32,66,None,Not Found,Unemployed,Cybercrime,1
48,42,Undiagnosed,Occasional,Criminal Income,Theft,1
33,57,In Recovery,Dealer,Full-Time,Rape,1
40,15,Severe,Never,Criminal Income,Murder,1
55,23,Mild,Never,Unemployed,Cybercrime,0
79,92,Mild,Frequent,Full-Time,Cybercrime,1
8,5,Severe,Frequent,Criminal Income,Theft,1
16,93,Undiagnosed,Not Found,Unemployed,Other,1
8,40,In Recovery,Not Found,Criminal Income,Kidnapping,1
53,43,In Recovery,Not Found,Unemployed,Murder,1
17,27,Severe,Never,Full-Time,Murder,1
37,40,Mild,Occasional,Part-Time,Theft,1
75,97,In Recovery,Occasional,Unemployed,Dacoity,1
78,38,Mild,Addicted,Part-Time,Cybercrime,1
42,35,Severe,Not Found,Part-Time,Kidnapping,1
8,77,None,Occasional,Criminal Income,Other,1
42,39,Mild,Never,Full-Time,Cybercrime,0
49,6,None,Frequent,Unemployed,Dacoity,0
14,80,Undiagnosed,Not Found,Full-Time,Fraud,1
31,92,Mild,Frequent,Full-Time,Other,1
72,92,In Recovery,Dealer,Part-Time,Murder,1
58,83,Undiagnosed,Addicted,Full-Time,Assault,1
63,83,Undiagnosed,Occasional,Criminal Income,Other,1
27,44,None,Frequent,Full-Time,Cybercrime,0
56,34,Undiagnosed,Dealer,Part-Time,Other,1
44,50,Mild,Occasional,Criminal Income,Murder,1
10,69,None,Not Found,Unemployed,Drug Offense,1
13,81,None,Occasional,Unemployed,Assault,1
56,0,Mild,Not Found,Unemployed,Theft,0
15,45,None,Addicted,Full-Time,Dacoity,1
14,39,Severe,Addicted,Full-Time,Theft,1
80,6,None,Addicted,Criminal Income,Murder,1
56,57,Undiagnosed,Never,Unemployed,Drug Offense,1
58,56,None,Dealer,Full-Time,Dacoity,1
68,27,Severe,Dealer,Criminal Income,Murder,1
39,2,Undiagnosed,Never,Unemployed,Murder,0
55,100,Undiagnosed,Frequent,Part-Time,Assault,1
71,24,Mild,Never,Criminal Income,Murder,1
75,8,In Recovery,Occasional,Full-Time,Rape,0
36,26,Undiagnosed,Addicted,Criminal Income,Other,1
14,3,Mild,Dealer,Unemployed,Assault,1
41,76,In Recovery,Dealer,Full-Time,Theft,1
13,68,Undiagnosed,Frequent,Criminal Income,Fraud,1
17,22,Severe,Occasional,Unemployed,Rape,1
23,80,Mild,Frequent,Unemployed,Fraud,1
49,62,Undiagnosed,Dealer,Full-Time,Dacoity,1
56,35,Mild,Never,Full-Time,Theft,0
71,42,In Recovery,Addicted,Part-Time,Other,1
50,51,None,Addicted,Part-Time,Drug Offense,1
34,68,In Recovery,Dealer,Full-Time,Drug Offense,1
46,27,Mild,Dealer,Unemployed,Kidnapping,1
19,38,None,Never,Part-Time,Theft,0
51,13,None,Dealer,Full-Time,Assault,1
48,90,Mild,Addicted,Unemployed,Fraud,1
69,11,Mild,Never,Criminal Income,Kidnapping,1
68,3,In Recovery,Dealer,Criminal Income,Dacoity,1
36,81,None,Not Found,Unemployed,Kidnapping,1
68,77,Mild,Not Found,Part-Time,Assault,1
51,97,None,Occasional,Full-Time,Drug Offense,1
70,14,None,Addicted,Unemployed,Theft,1
52,28,In Recovery,Addicted,Criminal Income,Theft,1
38,25,None,Never,Part-Time,Murder,0
49,60,In Recovery,Occasional,Full-Time,Drug Offense,1
73,44,Severe,Addicted,Part-Time,Theft,1
45,24,Undiagnosed,Addicted,Unemployed,Assault,1
64,62,In Recovery,Not Found,Criminal Income,Kidnapping,1
20,86,None,Dealer,Part-Time,Theft,1
73,87,None,Never,Criminal Income,Rape,1
77,39,Severe,Not Found,Criminal Income,Cybercrime,1
29,21,Severe,Not Found,Part-Time,Murder,1
36,17,In Recovery,Addicted,Criminal Income,Cybercrime,1
26,47,None,Occasional,Unemployed,Assault,1
66,92,In Recovery,Dealer,Unemployed,Fraud,1
69,72,In Recovery,Not Found,Unemployed,Theft,1
30,24,None,Addicted,Unemployed,Kidnapping,1
71,25,None,Not Found,Unemployed,Theft,1
73,66,Undiagnosed,Addicted,Criminal Income,Murder,1
17,88,Undiagnosed,Addicted,Full-Time,Drug Offense,1
72,16,Undiagnosed,Dealer,Part-Time,Drug Offense,1
29,21,Severe,Not Found,Full-Time,Drug Offense,1
10,16,Undiagnosed,Never,Criminal Income,Dacoity,1
27,87,Severe,Not Found,Unemployed,Other,1
18,73,Mild,Occasional,Part-Time,Kidnapping,1
72,18,Undiagnosed,Never,Criminal Income,Cybercrime,1
52,73,Mild,Dealer,Unemployed,Cybercrime,1
34,9,Mild,Frequent,Criminal Income,Kidnapping,1
11,91,None,Not Found,Part-Time,Theft,1
71,66,Severe,Frequent,Unemployed,Murder,1
68,67,None,Never,Full-Time,Assault,1
76,42,In Recovery,Dealer,Criminal Income,Murder,1
59,98,Severe,Never,Part-Time,Assault,1
24,91,Severe,Not Found,Unemployed,Rape,1
35,12,Mild,Dealer,Criminal Income,Murder,1
25,74,Severe,Frequent,Unemployed,Rape,1
34,56,Mild,Not Found,Unemployed,Drug Offense,1
61,83,Mild,Dealer,Part-Time,Cybercrime,1
55,57,In Recovery,Never,Criminal Income,Other,1
33,73,Mild,Not Found,Criminal Income,Assault,1
39,90,None,Never,Full-Time,Cybercrime,1
54,67,In Recovery,Dealer,Part-Time,Cybercrime,1
45,74,Mild,Addicted,Criminal Income,Other,1
45,20,None,Never,Criminal Income,Murder,1
12,16,None,Addicted,Part-Time,Other,1
62,48,Undiagnosed,Not Found,Part-Time,Murder,1
73,76,Mild,Addicted,Part-Time,Drug Offense,1
50,50,In Recovery,Not Found,Criminal Income,Dacoity,1
34,64,Mild,Not Found,Unemployed,Dacoity,1
53,9,Mild,Dealer,Criminal Income,Cybercrime,1
11,49,Undiagnosed,Dealer,Part-Time,Kidnapping,1
57,8,Undiagnosed,Never,Unemployed,Rape,1
59,6,In Recovery,Never,Part-Time,Murder,0
59,22,In Recovery,Not Found,Part-Time,Murder,1
13,35,None,Not Found,Part-Time,Rape,1
64,77,Severe,Occasional,Full-Time,Rape,1
80,21,Severe,Addicted,Part-Time,Assault,1
54,6,Undiagnosed,Never,Full-Time,Other,0
21,82,Mild,Occasional,Full-Time,Murder,1
74,3,Severe,Addicted,Criminal Income,Cybercrime,1
25,22,Undiagnosed,Never,Unemployed,Theft,0
73,49,Severe,Occasional,Criminal Income,Assault,1
37,37,Undiagnosed,Frequent,Unemployed,Theft,1
9,84,Undiagnosed,Not Found,Criminal Income,Theft,1
49,79,Mild,Never,Unemployed,Rape,1
31,73,Undiagnosed,Frequent,Criminal Income,Cybercrime,1
62,82,In Recovery,Frequent,Part-Time,Fraud,1
71,32,In Recovery,Occasional,Unemployed,Drug Offense,1
80,65,Severe,Never,Criminal Income,Assault,1
11,81,In Recovery,Addicted,Part-Time,Other,1
12,89,Mild,Occasional,Part-Time,Rape,1
50,55,In Recovery,Not Found,Criminal Income,Rape,1
33,26,In Recovery,Never,Full-Time,Dacoity,0
24,42,Mild,Occasional,Unemployed,Drug Offense,1
71,14,In Recovery,Never,Part-Time,Rape,0
79,61,Severe,Occasional,Part-Time,Fraud,1
14,48,In Recovery,Not Found,Criminal Income,Rape,1
18,20,In Recovery,Dealer,Criminal Income,Fraud,1
51,100,Mild,Never,Full-Time,Drug Offense,1
61,92,Undiagnosed,Never,Unemployed,Cybercrime,1
64,91,Severe,Frequent,Unemployed,Kidnapping,1
50,75,None,Addicted,Unemployed,Dacoity,1
49,22,None,Addicted,Criminal Income,Murder,1
44,32,Mild,Never,Part-Time,Assault,0
46,99,Mild,Addicted,Part-Time,Cybercrime,1
53,98,Undiagnosed,Addicted,Part-Time,Murder,1
32,53,Undiagnosed,Never,Criminal Income,Rape,1
24,78,Severe,Occasional,Criminal Income,Fraud,1
26,81,Mild,Occasional,Criminal Income,Cybercrime,1
56,23,Severe,Occasional,Criminal Income,Kidnapping,1
34,7,None,Not Found,Criminal Income,Fraud,0
33,46,In Recovery,Addicted,Criminal Income,Cybercrime,1
11,33,Mild,Dealer,Part-Time,Cybercrime,1
10,60,None,Not Found,Full-Time,Kidnapping,1
9,0,None,Dealer,Full-Time,Theft,0
34,23,None,Never,Part-Time,Fraud,0
53,45,Severe,Not Found,Part-Time,Kidnapping,1
71,56,Mild,Never,Full-Time,Rape,1
10,54,Undiagnosed,Not Found,Full-Time,Dacoity,1
61,56,Severe,Never,Full-Time,Cybercrime,1
55,5,Mild,Dealer,Unemployed,Kidnapping,1
41,34,In Recovery,Occasional,Unemployed,Theft,1
78,39,Severe,Frequent,Part-Time,Rape,1
59,5,None,Addicted,Criminal Income,Fraud,1
12,81,Severe,Occasional,Unemployed,Kidnapping,1
67,1,Severe,Occasional,Criminal Income,Theft,1
72,2,Undiagnosed,Occasional,Full-Time,Assault,0
17,37,In Recovery,Addicted,Full-Time,Kidnapping,1
80,32,In Recovery,Occasional,Unemployed,Kidnapping,1
14,35,None,Occasional,Criminal Income,Rape,1
74,8,Severe,Not Found,Full-Time,Drug Offense,1
25,91,In Recovery,Never,Unemployed,Other,1
49,59,In Recovery,Occasional,Unemployed,Other,1
59,4,Undiagnosed,Occasional,Part-Time,Cybercrime,0
47,68,Undiagnosed,Frequent,Criminal Income,Theft,1
57,42,Severe,Frequent,Full-Time,Rape,1
12,22,In Recovery,Never,Part-Time,Dacoity,0
58,45,In Recovery,Occasional,Unemployed,Murder,1
46,42,Mild,Occasional,Unemployed,Kidnapping,1
43,58,Undiagnosed,Never,Criminal Income,Other,1
20,96,Severe,Never,Unemployed,Rape,1
31,58,None,Never,Full-Time,Assault,1
42,52,Severe,Dealer,Part-Time,Theft,1
16,34,Undiagnosed,Addicted,Unemployed,Theft,1
47,61,Mild,Occasional,Criminal Income,Rape,1
57,31,Mild,Not Found,Criminal Income,Cybercrime,1
20,20,Undiagnosed,Never,Full-Time,Rape,0
67,25,In Recovery,Frequent,Criminal Income,Fraud,1
60,25,In Recovery,Never,Criminal Income,Rape,1
8,96,In Recovery,Dealer,Unemployed,Drug Offense,1
48,32,Undiagnosed,Dealer,Unemployed,Dacoity,1
55,72,Mild,Frequent,Criminal Income,Murder,1
40,51,Severe,Not Found,Unemployed,Dacoity,1
41,44,Mild,Frequent,Unemployed,Kidnapping,1
18,95,Undiagnosed,Addicted,Criminal Income,Theft,1
27,48,None,Dealer,Part-Time,Murder,1
58,66,Severe,Frequent,Full-Time,Assault,1
10,89,Mild,Not Found,Criminal Income,Theft,1
